Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Gene start (bp),Overlapping Gene end (bp),Selected Strand,Selected Gene name,Selected Gene start (bp),Selected Gene end (bp),overlap type
ENSG00000132604,ENSG00000103018,1,CYB5B,69398402,69466264,-1,TERF2,69355567,69408571,5.0
ENSG00000007520,ENSG00000090581,1,GNPTG,1351931,1365737,-1,TSR3,1349240,1351878,2.0
ENSG00000169957,ENSG00000261459,-1,,30525923,30534852,-1,ZNF768,30524004,30526821,1.0
ENSG00000169955,ENSG00000261459,-1,,30525923,30534852,-1,ZNF747,30530367,30535347,3.0
ENSG00000261459,ENSG00000169955,-1,ZNF747,30530367,30535347,-1,,30525923,30534852,3.0
ENSG00000103023,ENSG00000181938,1,GINS3,58295080,58406147,-1,PRSS54,58279997,58295047,2.0
ENSG00000179958,ENSG00000179965,1,ZNF771,30407414,30431108,-1,DCTPP1,30423615,30430030,5.0
ENSG00000217555,ENSG00000254788,1,CKLF-CMTM1,66552587,66579135,1,CKLF,66552563,66566251,3.0
ENSG00000217555,ENSG00000166548,-1,TK2,66508003,66552544,1,CKLF,66552563,66566251,2.0
ENSG00000140932,ENSG00000254788,1,CKLF-CMTM1,66552587,66579135,1,CMTM2,66579448,66588275,1.0
ENSG00000140932,ENSG00000089505,1,CMTM1,66566393,66579137,1,CMTM2,66579448,66588275,1.0
ENSG00000166548,ENSG00000254788,1,CKLF-CMTM1,66552587,66579135,-1,TK2,66508003,66552544,2.0
ENSG00000166548,ENSG00000217555,1,CKLF,66552563,66566251,-1,TK2,66508003,66552544,2.0
ENSG00000089505,ENSG00000254788,1,CKLF-CMTM1,66552587,66579135,1,CMTM1,66566393,66579137,6.0
ENSG00000089505,ENSG00000217555,1,CKLF,66552563,66566251,1,CMTM1,66566393,66579137,1.0
ENSG00000254788,ENSG00000166548,-1,TK2,66508003,66552544,1,CKLF-CMTM1,66552587,66579135,2.0
ENSG00000254788,ENSG00000217555,1,CKLF,66552563,66566251,1,CKLF-CMTM1,66552587,66579135,3.0
ENSG00000260851,ENSG00000166548,-1,TK2,66508003,66552544,-1,,66469812,66517312,6.0
ENSG00000188603,ENSG00000184730,1,APOBR,28494643,28498964,-1,CLN3,28474111,28495575,2.0
ENSG00000011638,ENSG00000158486,-1,DNAH3,20933111,21159441,1,LDAF1,21158377,21180616,5.0
ENSG00000103549,ENSG00000156873,1,PHKG2,30748293,30761176,1,RNF40,30761745,30776307,1.0
ENSG00000103549,ENSG00000196118,-1,CFAP119,30757423,30762221,1,RNF40,30761745,30776307,2.0
ENSG00000153406,ENSG00000103415,1,HMOX2,4474690,4510347,-1,NMRAL1,4461691,4495763,5.0
ENSG00000103253,ENSG00000162004,-1,CCDC78,722582,726954,1,HAGHL,726936,735525,2.0
ENSG00000167194,ENSG00000149927,-1,DOC2A,30005514,30023270,1,C16orf92,30023198,30027736,2.0
ENSG00000103494,ENSG00000140718,1,FTO,53701692,54158512,-1,RPGRIP1L,53598153,53703938,5.0
ENSG00000159579,ENSG00000172775,-1,PSME3IP1,57152466,57186116,1,RSPRY1,57186137,57240469,2.0
ENSG00000166188,ENSG00000103005,1,USB1,57999546,58021618,-1,ZNF319,57994676,58000672,5.0
ENSG00000090581,ENSG00000007520,-1,TSR3,1349240,1351878,1,GNPTG,1351931,1365737,2.0
ENSG00000066654,ENSG00000005187,1,ACSM3,20610243,20797581,-1,THUMPD1,20702816,20742084,5.0
ENSG00000166743,ENSG00000005187,1,ACSM3,20610243,20797581,-1,ACSM1,20623235,20698890,5.0
ENSG00000005189,ENSG00000196678,-1,ERI2,20780193,20900349,1,REXO5,20806429,20849665,5.0
ENSG00000188215,ENSG00000196678,-1,ERI2,20780193,20900349,-1,DCUN1D3,20854925,20900358,3.0
ENSG00000188215,ENSG00000102897,1,LYRM1,20899868,20925006,-1,DCUN1D3,20854925,20900358,2.0
ENSG00000102897,ENSG00000196678,-1,ERI2,20780193,20900349,1,LYRM1,20899868,20925006,2.0
ENSG00000102897,ENSG00000188215,-1,DCUN1D3,20854925,20900358,1,LYRM1,20899868,20925006,2.0
ENSG00000184857,ENSG00000140650,1,PMM2,8788823,8862534,-1,TMEM186,8780384,8797642,5.0
ENSG00000086504,ENSG00000129925,-1,PGAP6,370788,387113,-1,MRPL28,366969,371289,1.0
ENSG00000242612,ENSG00000103202,1,NME4,396725,410367,1,DECR2,401858,412487,6.0
ENSG00000261611,ENSG00000157429,-1,ZNF19,71464555,71565089,-1,,71447600,71489311,6.0
ENSG00000140835,ENSG00000157429,-1,ZNF19,71464555,71565089,1,CHST4,71525233,71538748,5.0
ENSG00000157429,ENSG00000198650,-1,TAT,71565660,71577092,-1,ZNF19,71464555,71565089,1.0
ENSG00000166747,ENSG00000224470,1,ATXN1L,71808439,71885268,-1,AP1G1,71729000,71809201,2.0
ENSG00000182149,ENSG00000224470,1,ATXN1L,71808439,71885268,1,IST1,71845996,71931199,6.0
ENSG00000118898,ENSG00000103184,1,SEC14L5,4958330,5019157,-1,PPL,4882507,4960741,5.0
ENSG00000103184,ENSG00000118898,-1,PPL,4882507,4960741,1,SEC14L5,4958330,5019157,5.0
ENSG00000033011,ENSG00000103174,-1,NAGPA,5024844,5034141,1,ALG1,5033702,5087379,2.0
ENSG00000162004,ENSG00000103253,1,HAGHL,726936,735525,-1,CCDC78,722582,726954,2.0
ENSG00000140650,ENSG00000184857,-1,TMEM186,8780384,8797642,1,PMM2,8788823,8862534,5.0
ENSG00000224470,ENSG00000166747,-1,AP1G1,71729000,71809201,1,ATXN1L,71808439,71885268,2.0
ENSG00000102984,ENSG00000182149,1,IST1,71845996,71931199,-1,ZNF821,71859680,71895336,5.0
ENSG00000140830,ENSG00000140829,1,DHX38,72093613,72112912,-1,TXNL4B,72044289,72094431,2.0
ENSG00000140829,ENSG00000140830,-1,TXNL4B,72044289,72094431,1,DHX38,72093613,72112912,2.0
ENSG00000261701,ENSG00000140830,-1,TXNL4B,72044289,72094431,1,HPR,72063148,72077246,5.0
ENSG00000257017,ENSG00000140830,-1,TXNL4B,72044289,72094431,1,HP,72054505,72061055,5.0
ENSG00000166595,ENSG00000172831,1,CES2,66934444,66945096,-1,CIAO2B,66932065,66934423,2.0
ENSG00000172831,ENSG00000166595,-1,CIAO2B,66932065,66934423,1,CES2,66934444,66945096,2.0
ENSG00000103024,ENSG00000074071,-1,MRPS34,1771890,1773150,-1,NME3,1770320,1771561,1.0
ENSG00000197774,ENSG00000074071,-1,MRPS34,1771890,1773150,1,EME2,1772810,1781708,2.0
ENSG00000285043,ENSG00000149926,-1,TLCD3B,30024427,30052978,1,,30053123,30070414,2.0
ENSG00000213918,ENSG00000188827,-1,SLX4,3581181,3611606,1,DNASE1,3611728,3680143,2.0
ENSG00000167523,ENSG00000131165,-1,CHMP1A,89640816,89657738,1,SPATA33,89657740,89671272,2.0
ENSG00000174938,ENSG00000174939,1,ASPHD1,29900375,29919864,-1,SEZ6L2,29871159,29899550,2.0
ENSG00000180209,ENSG00000169221,-1,TBC1D10B,30357102,30370494,1,MYL11,30370934,30377991,2.0
ENSG00000167377,ENSG00000261611,-1,,71447600,71489311,-1,ZNF23,71447597,71463095,6.0
ENSG00000167371,ENSG00000280893,1,,29812261,29820092,1,PRRT2,29811382,29815892,3.0
ENSG00000167371,ENSG00000103495,1,MAZ,29806106,29811164,1,PRRT2,29811382,29815892,1.0
ENSG00000280789,ENSG00000280893,1,,29812261,29820092,1,PAGR1,29816152,29822489,6.0
ENSG00000280789,ENSG00000167371,1,PRRT2,29811382,29815892,1,PAGR1,29816152,29822489,1.0
ENSG00000281348,ENSG00000280893,1,,29812261,29820092,1,,29817239,29830627,6.0
ENSG00000281348,ENSG00000280789,1,PAGR1,29816152,29822489,1,,29817239,29830627,6.0
ENSG00000013364,ENSG00000280893,1,,29812261,29820092,1,MVP,29820394,29848039,1.0
ENSG00000013364,ENSG00000280789,1,PAGR1,29816152,29822489,1,MVP,29820394,29848039,6.0
ENSG00000013364,ENSG00000281348,1,,29817239,29830627,1,MVP,29820394,29848039,6.0
ENSG00000280893,ENSG00000167371,1,PRRT2,29811382,29815892,1,,29812261,29820092,3.0
ENSG00000196678,ENSG00000188215,-1,DCUN1D3,20854925,20900358,-1,ERI2,20780193,20900349,3.0
ENSG00000196678,ENSG00000102897,1,LYRM1,20899868,20925006,-1,ERI2,20780193,20900349,2.0
ENSG00000289491,ENSG00000156853,-1,ZNF689,30602558,30624012,-1,,30610211,30610351,6.0
ENSG00000005513,ENSG00000103227,-1,LMF1,853634,981318,1,SOX8,981770,986979,2.0
ENSG00000132600,ENSG00000103061,-1,SLC7A6OS,68284503,68310946,1,PRMT7,68310951,68360852,2.0
ENSG00000121270,ENSG00000102910,1,LONP2,48244300,48363122,-1,ABCC11,48165773,48247568,5.0
ENSG00000149922,ENSG00000090238,-1,YPEL3,30092314,30096915,-1,TBX6,30085793,30091924,1.0
ENSG00000167522,ENSG00000197912,1,SPG7,89490719,89557766,-1,ANKRD11,89267630,89490561,2.0
ENSG00000180096,ENSG00000180035,1,ZNF48,30378106,30400108,-1,SEPTIN1,30378135,30395991,4.0
ENSG00000168807,ENSG00000141076,1,UTP4,69131291,69231130,1,SNTB2,69187147,69309052,6.0
ENSG00000198736,ENSG00000140986,-1,RPL3L,1943974,1957606,-1,MSRB1,1938229,1943199,1.0
ENSG00000196408,ENSG00000127554,1,GFER,1984193,1987749,-1,NOXO1,1978917,1984192,2.0
ENSG00000065057,ENSG00000103197,1,TSC2,2047967,2089491,-1,NTHL1,2039815,2047866,2.0
ENSG00000167962,ENSG00000183971,1,NPW,2009926,2020755,-1,ZNF598,1997654,2009821,2.0
ENSG00000197599,ENSG00000103249,-1,CLCN7,1444934,1475077,-1,CCDC154,1434383,1444556,1.0
ENSG00000161980,ENSG00000161981,1,SNRNP25,53828,57669,-1,POLR3K,46407,53608,2.0
ENSG00000103152,ENSG00000007384,-1,RHBDF1,58059,76355,1,MPG,77007,85851,2.0
ENSG00000230989,ENSG00000140945,1,CDH13,82626965,83800640,1,HSBP1,83719311,83819737,6.0
ENSG00000103550,ENSG00000174628,1,IQCK,19716456,19858467,-1,KNOP1,19701937,19718235,5.0
ENSG00000174628,ENSG00000103550,-1,KNOP1,19701937,19718235,1,IQCK,19716456,19858467,5.0
ENSG00000102981,ENSG00000102977,-1,ACD,67657512,67660810,1,PARD6A,67660946,67662774,2.0
ENSG00000124074,ENSG00000159761,1,C16orf86,67666814,67668757,-1,ENKD1,67662945,67667265,2.0
ENSG00000159761,ENSG00000124074,-1,ENKD1,67662945,67667265,1,C16orf86,67666814,67668757,2.0
ENSG00000141084,ENSG00000102904,1,TSNAXIP1,67806765,67832148,-1,RANBP10,67723070,67806560,2.0
ENSG00000102904,ENSG00000141084,-1,RANBP10,67723070,67806560,1,TSNAXIP1,67806765,67832148,2.0
ENSG00000102901,ENSG00000102898,1,NUTF2,67846882,67872567,-1,CENPT,67828157,67847811,2.0
ENSG00000038358,ENSG00000102898,1,NUTF2,67846882,67872567,1,EDC4,67873052,67884499,1.0
ENSG00000168286,ENSG00000102901,-1,CENPT,67828157,67847811,1,THAP11,67842320,67844195,5.0
ENSG00000102898,ENSG00000102901,-1,CENPT,67828157,67847811,1,NUTF2,67846882,67872567,2.0
ENSG00000188038,ENSG00000038358,1,EDC4,67873052,67884499,1,NRN1L,67884885,67888855,1.0
ENSG00000141086,ENSG00000261884,-1,,67929614,67936017,-1,CTRL,67927640,67932365,6.0
ENSG00000205220,ENSG00000261884,-1,,67929614,67936017,-1,PSMB10,67934506,67936864,3.0
ENSG00000261884,ENSG00000205220,-1,PSMB10,67934506,67936864,-1,,67929614,67936017,3.0
ENSG00000213398,ENSG00000124067,-1,SLC12A4,67943474,67969601,-1,LCAT,67939750,67944131,1.0
ENSG00000167264,ENSG00000167261,-1,DPEP2,67987394,68000586,1,DUS2,67987746,68079320,4.0
ENSG00000051523,ENSG00000167508,-1,MVD,88651935,88663161,-1,CYBA,88643275,88651083,1.0
ENSG00000158717,ENSG00000174177,1,CTU2,88706483,88715396,-1,RNF166,88696499,88706408,2.0
ENSG00000174177,ENSG00000158717,-1,RNF166,88696499,88706408,1,CTU2,88706483,88715396,2.0
ENSG00000103429,ENSG00000140694,-1,PARN,14435700,14632728,1,BFAR,14632931,14669236,2.0
ENSG00000158805,ENSG00000075399,-1,VPS9D1,89707134,89720898,1,ZNF276,89720400,89740925,2.0
ENSG00000141012,ENSG00000167515,1,TRAPPC2L,88856220,88862686,-1,GALNS,88813734,88856970,2.0
ENSG00000167515,ENSG00000141012,-1,GALNS,88813734,88856970,1,TRAPPC2L,88856220,88862686,2.0
ENSG00000077235,ENSG00000047578,1,KATNIP,27550133,27780344,-1,GTF3C1,27459555,27549913,2.0
ENSG00000047578,ENSG00000077235,-1,GTF3C1,27459555,27549913,1,KATNIP,27550133,27780344,2.0
ENSG00000127554,ENSG00000196408,-1,NOXO1,1978917,1984192,1,GFER,1984193,1987749,2.0
ENSG00000131148,ENSG00000131143,1,COX4I1,85798633,85807068,-1,EMC8,85771758,85799608,2.0
ENSG00000131143,ENSG00000131148,-1,EMC8,85771758,85799608,1,COX4I1,85798633,85807068,2.0
ENSG00000213658,ENSG00000169682,1,SPNS1,28974221,28984548,1,LAT,28984826,28990784,1.0
ENSG00000162039,ENSG00000289722,-1,,1833987,1884294,-1,MEIOB,1833986,1872178,6.0
ENSG00000172366,ENSG00000130731,-1,METTL26,634427,636366,1,MCRIP2,636817,648474,2.0
ENSG00000161996,ENSG00000172366,1,MCRIP2,636817,648474,1,WDR90,649311,667833,1.0
ENSG00000130731,ENSG00000172366,1,MCRIP2,636817,648474,-1,METTL26,634427,636366,2.0
ENSG00000161999,ENSG00000127580,-1,WDR24,684622,690444,-1,JMJD8,681670,684528,1.0
ENSG00000140983,ENSG00000161996,1,WDR90,649311,667833,1,RHOT2,668100,674174,1.0
ENSG00000140694,ENSG00000103429,1,BFAR,14632931,14669236,-1,PARN,14435700,14632728,2.0
ENSG00000188827,ENSG00000213918,1,DNASE1,3611728,3680143,-1,SLX4,3581181,3611606,2.0
ENSG00000158486,ENSG00000011638,1,LDAF1,21158377,21180616,-1,DNAH3,20933111,21159441,5.0
ENSG00000103005,ENSG00000166188,-1,ZNF319,57994676,58000672,1,USB1,57999546,58021618,5.0
ENSG00000102977,ENSG00000102981,1,PARD6A,67660946,67662774,-1,ACD,67657512,67660810,2.0
ENSG00000102893,ENSG00000129636,-1,ITFG1,47154387,47464149,1,PHKB,47461123,47701523,5.0
ENSG00000151006,ENSG00000255439,-1,,31083439,31094956,-1,PRSS53,31083437,31089628,6.0
ENSG00000234719,ENSG00000048471,1,SNX29,11976734,12574287,-1,NPIPB2,11927259,11976643,2.0
ENSG00000183336,ENSG00000261740,-1,BOLA2-SMG1P6,29443230,29454651,-1,BOLA2,29453590,29454351,3.0
ENSG00000183336,ENSG00000181625,1,SLX1B,29454533,29458219,-1,BOLA2,29453590,29454351,2.0
ENSG00000181625,ENSG00000261740,-1,BOLA2-SMG1P6,29443230,29454651,1,SLX1B,29454533,29458219,2.0
ENSG00000181625,ENSG00000183336,-1,BOLA2,29453590,29454351,1,SLX1B,29454533,29458219,2.0
ENSG00000261740,ENSG00000181625,1,SLX1B,29454533,29458219,-1,BOLA2-SMG1P6,29443230,29454651,2.0
ENSG00000261740,ENSG00000183336,-1,BOLA2,29453590,29454351,-1,BOLA2-SMG1P6,29443230,29454651,3.0
ENSG00000103051,ENSG00000189091,1,SF3B3,70523791,70577670,-1,COG4,70480568,70523560,2.0
ENSG00000131152,ENSG00000103264,-1,FBXO31,87326987,87392142,-1,,87302876,87334273,6.0
ENSG00000140941,ENSG00000103264,-1,FBXO31,87326987,87392142,1,MAP1LC3B,87383953,87404779,5.0
ENSG00000103264,ENSG00000140941,1,MAP1LC3B,87383953,87404779,-1,FBXO31,87326987,87392142,5.0
ENSG00000182685,ENSG00000184207,-1,PGP,2211593,2214840,-1,BRICD5,2209253,2210905,1.0
ENSG00000167968,ENSG00000167967,1,E4F1,2223580,2235742,1,DNASE1L2,2235816,2238711,1.0
ENSG00000167969,ENSG00000205937,-1,RNPS1,2253116,2268397,-1,ECI1,2239402,2252300,1.0
ENSG00000103495,ENSG00000079616,1,KIF22,29790727,29805385,1,MAZ,29806106,29811164,1.0
ENSG00000006194,ENSG00000290183,1,,3263800,3291029,1,ZNF263,3283283,3301401,6.0
ENSG00000157045,ENSG00000179889,1,PDXDC1,14974591,15139339,-1,NTAN1,15037854,15056079,5.0
ENSG00000085721,ENSG00000179889,1,PDXDC1,14974591,15139339,-1,RRN3,15060033,15094311,5.0
ENSG00000183971,ENSG00000167962,-1,ZNF598,1997654,2009821,1,NPW,2009926,2020755,2.0
ENSG00000140939,ENSG00000102878,1,HSF4,67164681,67169945,1,NOL3,67170154,67175737,1.0
ENSG00000162032,ENSG00000099769,-1,IGFALS,1790413,1794971,-1,SPSB3,1776712,1793700,6.0
ENSG00000178188,ENSG00000178952,-1,TUFM,28842411,28846348,1,SH2B1,28846600,28874212,2.0
ENSG00000140718,ENSG00000103494,-1,RPGRIP1L,53598153,53703938,1,FTO,53701692,54158512,5.0
ENSG00000233232,ENSG00000261832,-1,,28456371,28492098,-1,NPIPB7,28456329,28472336,6.0
ENSG00000069329,ENSG00000091651,1,ORC6,46689643,46698394,-1,VPS35,46656132,46689518,2.0
ENSG00000091651,ENSG00000069329,-1,VPS35,46656132,46689518,1,ORC6,46689643,46698394,2.0
ENSG00000099381,ENSG00000175938,1,ORAI3,30949068,30956461,1,SETD1A,30957294,30984664,1.0
ENSG00000161981,ENSG00000161980,-1,POLR3K,46407,53608,1,SNRNP25,53828,57669,2.0
ENSG00000127578,ENSG00000197562,1,RAB40C,589357,629272,1,WFIKKN1,629239,634117,1.0
ENSG00000007376,ENSG00000127586,1,CHTF18,788046,800737,-1,RPUSD1,784974,788397,2.0
ENSG00000127588,ENSG00000127586,1,CHTF18,788046,800737,-1,GNG13,798041,800734,5.0
ENSG00000127586,ENSG00000007376,-1,RPUSD1,784974,788397,1,CHTF18,788046,800737,2.0
ENSG00000172775,ENSG00000159579,1,RSPRY1,57186137,57240469,-1,PSME3IP1,57152466,57186116,2.0
ENSG00000168748,ENSG00000159593,-1,NAE1,66802875,66873256,1,CA7,66844414,66854153,5.0
ENSG00000103197,ENSG00000065057,-1,NTHL1,2039815,2047866,1,TSC2,2047967,2089491,2.0
ENSG00000171421,ENSG00000145494,1,NDUFS6,1801407,1816048,-1,MRPL36,1798385,1801366,2.0
ENSG00000124279,ENSG00000124275,1,MTRR,7851186,7906025,-1,FASTKD3,7859159,7869037,5.0
ENSG00000215217,ENSG00000124275,1,MTRR,7851186,7906025,-1,CFAP90,7830378,7851151,2.0
ENSG00000124275,ENSG00000215217,-1,CFAP90,7830378,7851151,1,MTRR,7851186,7906025,2.0
ENSG00000177058,ENSG00000152670,1,DDX4,55738017,55817157,-1,SLC38A9,55625845,55773194,5.0
ENSG00000164294,ENSG00000164287,-1,CDC20B,55112971,55173177,1,GPX8,55160167,55167297,5.0
ENSG00000113593,ENSG00000123219,-1,CENPK,65517766,65563168,1,PPWD1,65563236,65587549,2.0
ENSG00000213949,ENSG00000152684,1,PELO,52787916,52804044,1,ITGA1,52787916,52959209,3.0
ENSG00000039123,ENSG00000067248,-1,DHX29,55256055,55307694,1,MTREX,55307989,55425579,2.0
ENSG00000174695,ENSG00000152422,1,XRCC4,83077498,83353787,-1,TMEM167A,83052846,83077863,2.0
ENSG00000113597,ENSG00000253251,1,SHLD3,65625027,65630928,1,TRAPPC13,65625004,65666233,3.0
ENSG00000113597,ENSG00000113595,-1,TRIM23,65589690,65625975,1,TRAPPC13,65625004,65666233,2.0
ENSG00000113595,ENSG00000253251,1,SHLD3,65625027,65630928,-1,TRIM23,65589690,65625975,2.0
ENSG00000113595,ENSG00000113597,1,TRAPPC13,65625004,65666233,-1,TRIM23,65589690,65625975,2.0
ENSG00000253251,ENSG00000113595,-1,TRIM23,65589690,65625975,1,SHLD3,65625027,65630928,2.0
ENSG00000253251,ENSG00000113597,1,TRAPPC13,65625004,65666233,1,SHLD3,65625027,65630928,3.0
ENSG00000123219,ENSG00000113593,1,PPWD1,65563236,65587549,-1,CENPK,65517766,65563168,2.0
ENSG00000152409,ENSG00000132837,-1,DMGDH,78997564,79236038,1,JMY,79236131,79327211,2.0
ENSG00000132840,ENSG00000132837,-1,DMGDH,78997564,79236038,1,BHMT2,79069767,79090069,5.0
ENSG00000145692,ENSG00000132837,-1,DMGDH,78997564,79236038,1,BHMT,79111809,79132288,5.0
ENSG00000197860,ENSG00000123213,1,NLN,65722205,65871725,-1,SGTB,65665928,65723035,2.0
ENSG00000113318,ENSG00000228716,-1,DHFR,80626226,80654983,1,MSH3,80654652,80876815,2.0
ENSG00000132837,ENSG00000152409,1,JMY,79236131,79327211,-1,DMGDH,78997564,79236038,2.0
ENSG00000145782,ENSG00000177879,1,AP3S1,115841592,115914081,-1,ATG12,115828200,115841837,2.0
ENSG00000164199,ENSG00000176018,-1,LYSMD3,90515611,90529584,1,ADGRV1,90529344,91164437,2.0
ENSG00000113522,ENSG00000283782,1,,132410832,132646079,1,RAD50,132556019,132646349,6.0
ENSG00000113522,ENSG00000113525,-1,IL5,132541445,132556838,1,RAD50,132556019,132646349,2.0
ENSG00000113525,ENSG00000283782,1,,132410832,132646079,-1,IL5,132541445,132556838,5.0
ENSG00000113525,ENSG00000113522,1,RAD50,132556019,132646349,-1,IL5,132541445,132556838,2.0
ENSG00000125347,ENSG00000283782,1,,132410832,132646079,-1,IRF1,132440440,132508719,5.0
ENSG00000177879,ENSG00000145782,-1,ATG12,115828200,115841837,1,AP3S1,115841592,115914081,2.0
ENSG00000164209,ENSG00000186952,-1,TMEM232,110289233,110738956,1,SLC25A46,110738136,110765161,2.0
ENSG00000177453,ENSG00000172262,1,ZNF131,43065176,43192021,1,NIM1K,43192071,43280850,1.0
ENSG00000279686,ENSG00000249751,-1,ECSCR,139448560,139462743,-1,,139442316,139462707,3.0
ENSG00000239642,ENSG00000281938,-1,,131807143,132011637,-1,MEIKIN,131806990,131945698,6.0
ENSG00000164398,ENSG00000281938,-1,,131807143,132011637,-1,ACSL6,131949973,132012243,3.0
ENSG00000146006,ENSG00000044115,1,CTNNA1,138610967,138935034,-1,LRRTM2,138868921,138875368,5.0
ENSG00000281938,ENSG00000164398,-1,ACSL6,131949973,132012243,-1,,131807143,132011637,3.0
ENSG00000152684,ENSG00000213949,1,ITGA1,52787916,52959209,1,PELO,52787916,52804044,3.0
ENSG00000145817,ENSG00000183775,1,KCTD16,144170873,144485686,-1,YIPF5,144158162,144170714,2.0
ENSG00000112984,ENSG00000112983,-1,BRD8,138139770,138178953,1,KIF20A,138178719,138187723,2.0
ENSG00000112981,ENSG00000112983,-1,BRD8,138139770,138178953,-1,NME5,138115175,138139443,1.0
ENSG00000251201,ENSG00000134970,-1,TMED7,115613210,115632992,-1,TMED7-TICAM2,115578642,115626161,6.0
ENSG00000228716,ENSG00000113318,1,MSH3,80654652,80876815,-1,DHFR,80626226,80654983,2.0
ENSG00000183775,ENSG00000145817,-1,YIPF5,144158162,144170714,1,KCTD16,144170873,144485686,2.0
ENSG00000273217,ENSG00000217128,-1,FNIP1,131641714,131797017,-1,,131425891,131796983,3.0
ENSG00000164611,ENSG00000164609,-1,SLU7,160401641,160421711,1,PTTG1,160421855,160428739,2.0
ENSG00000164609,ENSG00000164611,1,PTTG1,160421855,160428739,-1,SLU7,160401641,160421711,2.0
ENSG00000186952,ENSG00000164209,1,SLC25A46,110738136,110765161,-1,TMEM232,110289233,110738956,2.0
ENSG00000171522,ENSG00000113638,-1,TTC33,40512333,40755963,1,PTGER4,40679915,40693735,5.0
ENSG00000183111,ENSG00000113712,-1,CSNK1A1,149492982,149551471,1,ARHGEF37,149551947,149634968,2.0
ENSG00000123213,ENSG00000197860,-1,SGTB,65665928,65723035,1,NLN,65722205,65871725,2.0
ENSG00000120725,ENSG00000015479,1,MATR3,139293674,139331677,-1,SIL1,138946724,139293557,2.0
ENSG00000120725,ENSG00000280987,1,MATR3,139273752,139331671,-1,SIL1,138946724,139293557,5.0
ENSG00000015479,ENSG00000280987,1,MATR3,139273752,139331671,1,MATR3,139293674,139331677,6.0
ENSG00000015479,ENSG00000120725,-1,SIL1,138946724,139293557,1,MATR3,139293674,139331677,2.0
ENSG00000013561,ENSG00000113555,-1,PCDH12,141943581,141969741,1,RNF14,141958328,141990292,5.0
ENSG00000039600,ENSG00000187658,1,C5orf52,157671533,157680158,-1,SOX30,157625679,157671480,2.0
ENSG00000187658,ENSG00000039600,-1,SOX30,157625679,157671480,1,C5orf52,157671533,157680158,2.0
ENSG00000249751,ENSG00000279686,-1,,139442316,139462707,-1,ECSCR,139448560,139462743,3.0
ENSG00000170464,ENSG00000279686,-1,,139442316,139462707,-1,DNAJC18,139408588,139444491,6.0
ENSG00000164574,ENSG00000037749,1,MFAP3,154038959,154220478,1,GALNT10,154190730,154420984,6.0
ENSG00000055147,ENSG00000037749,1,MFAP3,154038959,154220478,-1,FAM114A2,153990148,154038936,2.0
ENSG00000198055,ENSG00000131187,-1,F12,177402133,177416583,1,GRK6,177403204,177442901,5.0
ENSG00000164296,ENSG00000113716,1,HMGXB3,150000046,150053142,-1,TIGD6,149993118,150000654,2.0
ENSG00000113716,ENSG00000164296,-1,TIGD6,149993118,150000654,1,HMGXB3,150000046,150053142,2.0
ENSG00000182578,ENSG00000113721,-1,PDGFRB,150113839,150155872,-1,CSF1R,150053291,150113372,1.0
ENSG00000164366,ENSG00000286001,1,,218298,314955,-1,CCDC127,196868,218153,2.0
ENSG00000164366,ENSG00000073578,1,SDHA,218303,257082,-1,CCDC127,196868,218153,2.0
ENSG00000288622,ENSG00000286001,1,,218298,314955,1,PDCD6-AHRR,271670,438291,6.0
ENSG00000288622,ENSG00000249915,1,PDCD6,271621,314974,1,PDCD6-AHRR,271670,438291,3.0
ENSG00000249915,ENSG00000286001,1,,218298,314955,1,PDCD6,271621,314974,6.0
ENSG00000249915,ENSG00000288622,1,PDCD6-AHRR,271670,438291,1,PDCD6,271621,314974,3.0
ENSG00000073578,ENSG00000286001,1,,218298,314955,1,SDHA,218303,257082,3.0
ENSG00000073578,ENSG00000164366,-1,CCDC127,196868,218153,1,SDHA,218303,257082,2.0
ENSG00000286001,ENSG00000073578,1,SDHA,218303,257082,1,,218298,314955,3.0
ENSG00000286001,ENSG00000164366,-1,CCDC127,196868,218153,1,,218298,314955,2.0
ENSG00000280987,ENSG00000120725,-1,SIL1,138946724,139293557,1,MATR3,139273752,139331671,5.0
ENSG00000170476,ENSG00000228672,-1,PROB1,139390592,139395104,-1,MZB1,139387467,139390081,1.0
ENSG00000152422,ENSG00000174695,-1,TMEM167A,83052846,83077863,1,XRCC4,83077498,83353787,2.0
ENSG00000145494,ENSG00000171421,-1,MRPL36,1798385,1801366,1,NDUFS6,1801407,1816048,2.0
ENSG00000243414,ENSG00000251201,-1,TMED7-TICAM2,115578642,115626161,-1,TICAM2,115578496,115602479,6.0
ENSG00000037474,ENSG00000145545,1,SRD5A1,6633427,6674386,-1,NSUN2,6599239,6633291,2.0
ENSG00000145545,ENSG00000037474,-1,NSUN2,6599239,6633291,1,SRD5A1,6633427,6674386,2.0
ENSG00000186687,ENSG00000169567,-1,HINT1,131155383,131224468,1,LYRM7,131170944,131205428,5.0
ENSG00000145863,ENSG00000145864,-1,GABRB2,161288429,161549044,1,GABRA6,161547063,161702593,5.0
ENSG00000131503,ENSG00000254996,1,ANKHD1-EIF4EBP3,140401908,140549569,1,ANKHD1,140401814,140539856,3.0
